timestamp,message
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 198.235.24.31 12.0.1.36 54787 23 6 1 44 1728403217 1728403265 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 93.123.85.250 12.0.1.36 43202 8080 6 1 44 1728403217 1728403265 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 40.78.127.176 12.0.1.36 51643 8000 6 1 40 1728403217 1728403265 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 185.224.128.67 12.0.1.36 32891 443 6 1 40 1728403217 1728403265 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 115.22.218.128 12.0.1.36 24850 23 6 1 40 1728403267 1728403325 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 167.94.138.146 12.0.1.36 17172 9200 6 1 60 1728403267 1728403325 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 162.62.58.193 12.0.1.36 0 0 1 1 48 1728403267 1728403325 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 12.0.1.36 162.62.58.193 0 0 1 1 48 1728403267 1728403325 ACCEPT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 13.59.91.49 12.0.1.36 45735 49160 6 1 52 1728403267 1728403325 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 103.102.230.4 12.0.1.36 58928 8728 6 1 40 1728403267 1728403325 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 193.41.206.156 12.0.1.36 52466 8728 6 1 40 1728403267 1728403325 REJECT OK
1.7284E+12,2 831926623418 eni-0406a06cbe08da95a 45.84.89.2 12.0.1.36 63100 4500 6 1 52 1728403267 1728403325 REJECT OK
